status,objective,selected_quote_count,best_cost,kappa,vbar,eta,rho,v,warning_count
ok,price_rmse,5533,4740.3519038056365,3.752812351607617,0.0671951039599839,1.9238120384252104,-0.4287176474649488,0.0339159093388652,7
